,Drug_bank_ID,Drug_name,Generic_names,Indications,Associated_condition,URL,Disease_Url,Disease_ID,Disease,Drug_application_number
180,DB11967,Mektovi#Binimetinib,Binimetinib,"On June 27, 2018, the Food and Drug Administration approved encorafenib and binimetinib in combination patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test 8.
",Metastatic Melanoma,https://go.drugbank.com//indications/DBCOND0030058,DBCOND0030058,DBCOND0030058,"Metastatic Melanoma#Metastatic Melanoma Stage IV#Metastatic Melanoma (MEL)#Malignant melanoma, metastatic (morphologic abnormality)#Metastatic malignant melanoma#Metastatic malignant melanoma (disorder)",NDA210498
181,DB11967,Mektovi#Binimetinib,Binimetinib,"On June 27, 2018, the Food and Drug Administration approved encorafenib and binimetinib in combination patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test 8.
",Unresectable Melanoma,https://go.drugbank.com//indications/DBCOND0047213,DBCOND0047213,DBCOND0047213,Unresectable Melanoma,NDA210498
182,DB08865,Xalkori#(R)-crizotinib#Crizotinib#Crizotinibum,Crizotinib,"Crizotinib is used for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) that is anaplastic-lymphoma kinase (ALK)-positive as detected by a FDA-approved test. 
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,NDA202570
183,DB00072,Trastuzumab#trastuzumab-anns#Herceptin Hylecta#Trazimera#RHUMAB HER2#trastuzumab-pkrb#Kanjinti#trastuzumab-dttb#Perjeta-Herceptin#Herzuma#Herceptin#trastuzumab-dkst#Ontruzant#trastuzumab-qyyp#Phesgo,Trastuzumab,"For the adjuvant treatment of HER2-overexpressing breast cancer, trastuzumab is indicated in several clinical settings: as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel; as part of a treatment regimen with docetaxel and carboplatin; or as monotherapy following multi-modality anthracycline-based therapy.12
Trastuzumab is indicated as a first-line treatment, in combination with paclitaxel, for metastatic HER2-overexpressing breast cancer, and as monotherapy in patients who have previously received one or more chemotherapy regimens in the metastatic setting.12
Trastuzumab is also indicated, in combination with cisplatin and capecitabine or 5-fluorouracil, for the treatment of patients with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease.12
Trastuzumab is indicated for subcutaneous administration - in combination with either hyaluronidase15 or both hyaluronidase and pertuzumab20 - for the treatment of adults with HER-2 positive breast cancers.
",Breast Cancer,https://go.drugbank.com//indications/DBCOND0028036,DBCOND0028036,DBCOND0028036,"Breast Cancer#Cancer of the Breast#Cancer of Breast#Cancer Breast#Cancer - Breast#Breast Cancers#Cancer, Breast#Malignant neoplasm of breast of unspecified site#Malignant breast neoplasm#Malignant neoplasm of breast (disorder)#Breast tumor malignant#Breast tumour malignant#Breast cancer NOS#[X]Malignant neoplasm of breast (disorder)#Ca breast - NOS#Breast cancer stage unspecified#Ca breast#Ca breast - NOS (disorder)",BLA103792
184,DB00072,Trastuzumab#trastuzumab-anns#Herceptin Hylecta#Trazimera#RHUMAB HER2#trastuzumab-pkrb#Kanjinti#trastuzumab-dttb#Perjeta-Herceptin#Herzuma#Herceptin#trastuzumab-dkst#Ontruzant#trastuzumab-qyyp#Phesgo,Trastuzumab,"For the adjuvant treatment of HER2-overexpressing breast cancer, trastuzumab is indicated in several clinical settings: as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel; as part of a treatment regimen with docetaxel and carboplatin; or as monotherapy following multi-modality anthracycline-based therapy.12
Trastuzumab is indicated as a first-line treatment, in combination with paclitaxel, for metastatic HER2-overexpressing breast cancer, and as monotherapy in patients who have previously received one or more chemotherapy regimens in the metastatic setting.12
Trastuzumab is also indicated, in combination with cisplatin and capecitabine or 5-fluorouracil, for the treatment of patients with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease.12
Trastuzumab is indicated for subcutaneous administration - in combination with either hyaluronidase15 or both hyaluronidase and pertuzumab20 - for the treatment of adults with HER-2 positive breast cancers.
",Early Breast Cancer,https://go.drugbank.com//indications/DBCOND0034800,DBCOND0034800,DBCOND0034800,Early Breast Cancer#Stage I Breast Carcinoma#Early-Stage Breast Cancer#Stage I Breast Cancer#Carcinoma breast stage I#Breast cancer stage I#Breast carcinoma stage I#Breast carcinoma NOS stage I#Breast cancer NOS stage I,BLA103792
185,DB00072,Trastuzumab#trastuzumab-anns#Herceptin Hylecta#Trazimera#RHUMAB HER2#trastuzumab-pkrb#Kanjinti#trastuzumab-dttb#Perjeta-Herceptin#Herzuma#Herceptin#trastuzumab-dkst#Ontruzant#trastuzumab-qyyp#Phesgo,Trastuzumab,"For the adjuvant treatment of HER2-overexpressing breast cancer, trastuzumab is indicated in several clinical settings: as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel; as part of a treatment regimen with docetaxel and carboplatin; or as monotherapy following multi-modality anthracycline-based therapy.12
Trastuzumab is indicated as a first-line treatment, in combination with paclitaxel, for metastatic HER2-overexpressing breast cancer, and as monotherapy in patients who have previously received one or more chemotherapy regimens in the metastatic setting.12
Trastuzumab is also indicated, in combination with cisplatin and capecitabine or 5-fluorouracil, for the treatment of patients with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease.12
Trastuzumab is indicated for subcutaneous administration - in combination with either hyaluronidase15 or both hyaluronidase and pertuzumab20 - for the treatment of adults with HER-2 positive breast cancers.
",Inflammatory Breast Cancer (IBC),https://go.drugbank.com//indications/DBCOND0084733,DBCOND0084733,DBCOND0084733,Inflammatory Breast Cancer (IBC)#Inflammatory carcinoma of the breast#Inflammatory Breast Cancer#Inflammatory carcinoma of breast (disorder)#Inflammatory Breast Neoplasms#Breast carcinoma inflammatory,BLA103792
186,DB00072,Trastuzumab#trastuzumab-anns#Herceptin Hylecta#Trazimera#RHUMAB HER2#trastuzumab-pkrb#Kanjinti#trastuzumab-dttb#Perjeta-Herceptin#Herzuma#Herceptin#trastuzumab-dkst#Ontruzant#trastuzumab-qyyp#Phesgo,Trastuzumab,"For the adjuvant treatment of HER2-overexpressing breast cancer, trastuzumab is indicated in several clinical settings: as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel; as part of a treatment regimen with docetaxel and carboplatin; or as monotherapy following multi-modality anthracycline-based therapy.12
Trastuzumab is indicated as a first-line treatment, in combination with paclitaxel, for metastatic HER2-overexpressing breast cancer, and as monotherapy in patients who have previously received one or more chemotherapy regimens in the metastatic setting.12
Trastuzumab is also indicated, in combination with cisplatin and capecitabine or 5-fluorouracil, for the treatment of patients with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease.12
Trastuzumab is indicated for subcutaneous administration - in combination with either hyaluronidase15 or both hyaluronidase and pertuzumab20 - for the treatment of adults with HER-2 positive breast cancers.
",Locally Advanced Breast Cancer (LABC),https://go.drugbank.com//indications/DBCOND0034432,DBCOND0034432,DBCOND0034432,Locally Advanced Breast Cancer (LABC)#Locally Advanced Breast Cancer#Locally Advance Breast Cancer (LABC)#Malignant neoplasm of breast#Malignant breast neoplasm#Breast cancer#Breast tumor malignant#Breast tumour malignant#Breast cancer NOS#Breast cancer stage unspecified#Ca breast,BLA103792
187,DB00072,Trastuzumab#trastuzumab-anns#Herceptin Hylecta#Trazimera#RHUMAB HER2#trastuzumab-pkrb#Kanjinti#trastuzumab-dttb#Perjeta-Herceptin#Herzuma#Herceptin#trastuzumab-dkst#Ontruzant#trastuzumab-qyyp#Phesgo,Trastuzumab,"For the adjuvant treatment of HER2-overexpressing breast cancer, trastuzumab is indicated in several clinical settings: as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel; as part of a treatment regimen with docetaxel and carboplatin; or as monotherapy following multi-modality anthracycline-based therapy.12
Trastuzumab is indicated as a first-line treatment, in combination with paclitaxel, for metastatic HER2-overexpressing breast cancer, and as monotherapy in patients who have previously received one or more chemotherapy regimens in the metastatic setting.12
Trastuzumab is also indicated, in combination with cisplatin and capecitabine or 5-fluorouracil, for the treatment of patients with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease.12
Trastuzumab is indicated for subcutaneous administration - in combination with either hyaluronidase15 or both hyaluronidase and pertuzumab20 - for the treatment of adults with HER-2 positive breast cancers.
",Metastatic Adenocarcinoma of the Gastro-Esophageal Junction,https://go.drugbank.com//indications/DBCOND0119555,DBCOND0119555,DBCOND0119555,Metastatic Adenocarcinoma of the Gastro-Esophageal Junction#Metastatic Adenocarcinoma of the Gastroesophageal Junction,BLA103792
188,DB00072,Trastuzumab#trastuzumab-anns#Herceptin Hylecta#Trazimera#RHUMAB HER2#trastuzumab-pkrb#Kanjinti#trastuzumab-dttb#Perjeta-Herceptin#Herzuma#Herceptin#trastuzumab-dkst#Ontruzant#trastuzumab-qyyp#Phesgo,Trastuzumab,"For the adjuvant treatment of HER2-overexpressing breast cancer, trastuzumab is indicated in several clinical settings: as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel; as part of a treatment regimen with docetaxel and carboplatin; or as monotherapy following multi-modality anthracycline-based therapy.12
Trastuzumab is indicated as a first-line treatment, in combination with paclitaxel, for metastatic HER2-overexpressing breast cancer, and as monotherapy in patients who have previously received one or more chemotherapy regimens in the metastatic setting.12
Trastuzumab is also indicated, in combination with cisplatin and capecitabine or 5-fluorouracil, for the treatment of patients with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease.12
Trastuzumab is indicated for subcutaneous administration - in combination with either hyaluronidase15 or both hyaluronidase and pertuzumab20 - for the treatment of adults with HER-2 positive breast cancers.
",Metastatic Adenocarcinoma of the Stomach,https://go.drugbank.com//indications/DBCOND0119554,DBCOND0119554,DBCOND0119554,Metastatic Adenocarcinoma of the Stomach,BLA103792
189,DB00072,Trastuzumab#trastuzumab-anns#Herceptin Hylecta#Trazimera#RHUMAB HER2#trastuzumab-pkrb#Kanjinti#trastuzumab-dttb#Perjeta-Herceptin#Herzuma#Herceptin#trastuzumab-dkst#Ontruzant#trastuzumab-qyyp#Phesgo,Trastuzumab,"For the adjuvant treatment of HER2-overexpressing breast cancer, trastuzumab is indicated in several clinical settings: as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel; as part of a treatment regimen with docetaxel and carboplatin; or as monotherapy following multi-modality anthracycline-based therapy.12
Trastuzumab is indicated as a first-line treatment, in combination with paclitaxel, for metastatic HER2-overexpressing breast cancer, and as monotherapy in patients who have previously received one or more chemotherapy regimens in the metastatic setting.12
Trastuzumab is also indicated, in combination with cisplatin and capecitabine or 5-fluorouracil, for the treatment of patients with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease.12
Trastuzumab is indicated for subcutaneous administration - in combination with either hyaluronidase15 or both hyaluronidase and pertuzumab20 - for the treatment of adults with HER-2 positive breast cancers.
",Metastatic Breast Cancer,https://go.drugbank.com//indications/DBCOND0030200,DBCOND0030200,DBCOND0030200,Metastatic Breast Cancer#Metastatic (Stage IV) Breast Cancer#Advanced/Metastatic Breast Cancer#Stage IV (Metastatic) Breast Cancer#Metastatic Breast Cancers#Breast cancer metastatic#Carcinoma breast stage IV#Breast carcinoma NOS stage IV#Breast carcinoma stage IV#Breast cancer stage IV#Breast cancer NOS stage IV,BLA103792
190,DB00072,Trastuzumab#trastuzumab-anns#Herceptin Hylecta#Trazimera#RHUMAB HER2#trastuzumab-pkrb#Kanjinti#trastuzumab-dttb#Perjeta-Herceptin#Herzuma#Herceptin#trastuzumab-dkst#Ontruzant#trastuzumab-qyyp#Phesgo,Trastuzumab,"For the adjuvant treatment of HER2-overexpressing breast cancer, trastuzumab is indicated in several clinical settings: as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel; as part of a treatment regimen with docetaxel and carboplatin; or as monotherapy following multi-modality anthracycline-based therapy.12
Trastuzumab is indicated as a first-line treatment, in combination with paclitaxel, for metastatic HER2-overexpressing breast cancer, and as monotherapy in patients who have previously received one or more chemotherapy regimens in the metastatic setting.12
Trastuzumab is also indicated, in combination with cisplatin and capecitabine or 5-fluorouracil, for the treatment of patients with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease.12
Trastuzumab is indicated for subcutaneous administration - in combination with either hyaluronidase15 or both hyaluronidase and pertuzumab20 - for the treatment of adults with HER-2 positive breast cancers.
",Metastatic Gastric Adenocarcinoma,https://go.drugbank.com//indications/DBCOND0074521,DBCOND0074521,DBCOND0074521,Metastatic Gastric Adenocarcinoma#Adenocarcinoma gastric#Adenocarcinoma of stomach (disorder),BLA103792
